ISBN,Title,FirstDate,LastDate
1455559822,MEMORY MAN,5/10/2015,7/19/2015
399170898,BROTHERHOOD IN DEATH,2/21/2016,3/20/2016
399155848,KNOCKOUT,7/5/2009,8/2/2009
1439197512,THE OBAMA DIARIES,8/1/2010,4/10/2016
525951652,FALL OF GIANTS,10/17/2010,2/27/2011
553801473,A DANCE WITH DRAGONS,7/31/2011,9/22/2013
385344341,NEVER GO BACK,9/22/2013,11/10/2013
525953485,SIX YEARS,4/7/2013,5/19/2013
1594633665,THE GIRL ON THE TRAIN,2/1/2015,4/10/2016
316204366,DAVID AND GOLIATH,10/20/2013,4/10/2016
307959473,DUTY,2/2/2014,4/10/2016
316407046,CROSS JUSTICE,12/13/2015,2/7/2016
1451658907,THE WIND THROUGH THE KEYHOLE,5/13/2012,7/8/2012
307592731,WILD,4/8/2012,4/10/2016
030758836X,GONE GIRL,6/24/2012,5/4/2014
399162372,DEADLINE,10/26/2014,11/30/2014
1596986247,CRIMES AGAINST LIBERTY,9/12/2010,4/10/2016
399155341,THE HELP,3/29/2009,9/25/2011
399163840,X,9/13/2015,10/25/2015
031621129X,UNLUCKY 13,5/25/2014,7/13/2014
1439176191,IN MY TIME,9/18/2011,4/10/2016
670024783,THE INVENTION OF WINGS,1/26/2014,3/15/2015
1451668945,DADDY&#39;S GONE A HUNTING,4/28/2013,6/2/2013
141654383X,THE LAST PATRIOT,7/20/2008,9/7/2008
316018783,CROSS FIRE,12/6/2009,2/28/2010
399158820,CALCULATED IN DEATH,3/17/2013,4/7/2013
307273571,A WEEK IN WINTER,3/3/2013,5/5/2013
140006712X,DREAMS OF JOY,6/19/2011,7/17/2011
61992704,_____ MY DAD SAYS,5/23/2010,4/10/2016
385340567,NOTHING TO LOSE,6/22/2008,7/20/2008
1416570861,JUST TAKE MY HEART,4/26/2009,6/7/2009
425241130,HIT LIST,6/26/2011,7/10/2011
399160450,THREAT VECTOR,12/23/2012,2/10/2013
446195502,DIVINE JUSTICE,11/23/2008,2/8/2009
399155678,WICKED PREY,5/31/2009,6/28/2009
038553082X,THE FUTURE OF THE MIND,3/16/2014,4/10/2016
044654759X,SAFE HAVEN,10/3/2010,3/6/2011
316018708,SAIL,6/29/2008,8/24/2008
451235843,LOVER REBORN,4/15/2012,4/29/2012
385504225,THE LOST SYMBOL,10/4/2009,4/18/2010
1451668864,THE LOST YEARS,4/22/2012,5/27/2012
1621573133,BLOOD FEUD,7/13/2014,4/10/2016
62290797,AMERICAN SNIPER,11/3/2013,Not Found
446547654,THE BEST OF ME,10/30/2011,3/4/2012
345518519,OFFICIAL BOOK CLUB SELECTION,9/27/2009,4/10/2016
1594205116,ELEVEN RINGS,6/9/2013,4/10/2016
316211230,NYPD RED 2,4/13/2014,5/18/2014
670023485,SHADOW OF NIGHT,7/29/2012,9/16/2012
446564087,DELIVER US FROM EVIL,5/9/2010,6/27/2010
446539252,TRUE COMPASS,10/4/2009,4/10/2016
031621082X,12TH OF NEVER,5/19/2013,6/30/2013
804138141,WHY NOT ME?,10/4/2015,4/10/2016
1416571760,THE GREATER JOURNEY,6/12/2011,4/10/2016
1439173249,AMERITOPIA,2/5/2012,4/10/2016
316097543,KILL ME IF YOU CAN,9/18/2011,10/30/2011
385344317,WORTH DYING FOR,11/7/2010,12/12/2010
399158278,TAKEN,2/12/2012,3/11/2012
1400067650,DESTINY AND POWER,11/29/2015,4/10/2016
316198730,KILL ALEX CROSS,12/4/2011,2/5/2012
385346875,SUM IT UP,3/24/2013,4/10/2016
804140847,THRIVE,4/13/2014,4/10/2016
1439155208,SPOKEN FROM THE HEART,5/23/2010,4/10/2016
393072231,THE BIG SHORT,4/4/2010,4/10/2016
399157697,SHOCK WAVE,10/23/2011,11/20/2011
316405345,INVISIBLE,7/13/2014,8/31/2014
162157203X,AMERICA,7/13/2014,4/10/2016
1451657498,PATERNO,9/9/2012,4/10/2016
044101819X,SILVER BORNE,4/18/2010,5/9/2010
031603617X,CROSS FIRE,12/5/2010,2/13/2011
1476727651,DOCTOR SLEEP,10/13/2013,3/16/2014
756404738,THE WISE MAN&#39;S FEAR,3/20/2011,6/19/2011
399157689,STOLEN PREY,6/3/2012,7/15/2012
316143472,WHEN YOU ARE ENGULFED IN FLAMES,6/22/2008,4/10/2016
553447785,41,11/30/2014,4/10/2016
1596987782,OBAMA&#39;S AMERICA,9/2/2012,4/10/2016
743294297,BEST FRIENDS FOREVER,8/2/2009,9/13/2009
045146379X,GHOST STORY,8/14/2011,9/18/2011
1439172498,OBAMA&#39;S WARS,10/17/2010,4/10/2016
345530888,UNTIL THE END OF TIME,2/17/2013,3/17/2013
140006760X,THE SOCIAL ANIMAL,3/27/2011,4/10/2016
312655479,HOW THE LIGHT GETS IN,9/15/2013,10/6/2013
345542967,TRICKY TWENTY-TWO,12/6/2015,1/17/2016
374166854,"HOT, FLAT, AND CROWDED",9/28/2008,4/10/2016
399155686,THE DEFECTOR,8/9/2009,9/6/2009
399158308,CELEBRITY IN DEATH,3/11/2012,4/8/2012
1250038820,HUMANS OF NEW YORK,11/3/2013,4/10/2016
553807714,77 SHADOW STREET,1/15/2012,2/5/2012
804178771,MAKE ME,9/27/2015,11/8/2015
1416595201,KILL SHOT,2/26/2012,4/29/2012
1476754454,MR. MERCEDES,6/22/2014,9/7/2014
1586485563,WHAT HAPPENED,6/15/2008,4/10/2016
006232005X,THE HEIST,8/3/2014,9/14/2014
525955097,FOOL ME ONCE,4/10/2016,Not Found
399156585,THE REMBRANDT AFFAIR,8/8/2010,9/19/2010
399157239,DEAD OR ALIVE,12/26/2010,3/20/2011
446580848,THE PANTHER,11/4/2012,12/16/2012
1455582271,13 HOURS,9/28/2014,4/10/2016
1439172269,THE SHADOW OF YOUR SMILE,5/2/2010,6/13/2010
316069485,THE REVERSAL,10/24/2010,11/28/2010
385535147,THE RACKETEER,11/11/2012,3/17/2013
159523067X,KNOWN AND UNKNOWN,2/27/2011,4/10/2016
525953094,EDGE OF ETERNITY,10/5/2014,1/18/2015
399155163,SCARPETTA,12/21/2008,3/1/2009
399176608,OFF THE GRID,3/27/2016,4/10/2016
399167064,BIG LITTLE LIES,8/17/2014,3/15/2015
316036226,WORST CASE,2/21/2010,4/18/2010
316154695,LET&#39;S EXPLORE DIABETES WITH OWLS,5/12/2013,4/10/2016
62073168,THE ENGLISH GIRL,8/4/2013,9/15/2013
446573108,THE SIXTH MAN,5/8/2011,7/3/2011
385537131,SYCAMORE ROW,11/10/2013,5/18/2014
345542886,TAKEDOWN TWENTY,12/8/2013,1/26/2014
307268195,OPEN,11/29/2009,4/10/2016
385344430,WRITTEN IN MY OWN HEART&#39;S BLOOD,6/29/2014,9/14/2014
312609809,NO APOLOGY,3/21/2010,4/10/2016
316407062,NYPD RED 4,2/14/2016,3/27/2016
031603438X,LIFE,11/14/2010,4/10/2016
307460983,DRIFT,4/15/2012,4/10/2016
1455521213,THE HIT,5/12/2013,7/14/2013
525952276,STAY CLOSE,4/8/2012,5/6/2012
399157034,TREACHERY IN DEATH,3/13/2011,4/3/2011
385517831,THE ASSOCIATE,2/15/2009,6/14/2009
316211176,PRIVATE BERLIN,2/10/2013,3/17/2013
62409859,GO SET A WATCHMAN,8/2/2015,4/10/2016
316069353,THE FIFTH WITNESS,4/24/2011,6/26/2011
374158460,FREEDOM,9/19/2010,1/16/2011
312362153,ACHERON,8/24/2008,9/21/2008
312349513,FEARLESS FOURTEEN,7/6/2008,8/24/2008
031640702X,14TH DEADLY SIN,5/24/2015,7/12/2015
316089516,THE POSTCARD KILLERS,9/5/2010,10/17/2010
1101965495,THE FORCE AWAKENS,1/24/2016,2/28/2016
1250022061,THE LONG WAY HOME,9/14/2014,10/5/2014
316024759,AGAINST MEDICAL ADVICE,11/9/2008,4/10/2016
316036218,NOW YOU SEE HER,7/17/2011,9/11/2011
345499026,THE FORCE UNLEASHED,9/7/2008,10/5/2008
1451627289,11/22/1963,11/27/2011,5/13/2012
1596987855,AMATEUR,6/3/2012,4/10/2016
451464400,COLD DAYS,12/16/2012,1/20/2013
1627795073,BILL O&#39;REILLY&#39;S LEGENDS AND LIES,4/26/2015,4/10/2016
525427651,HOPE,5/17/2015,4/10/2016
030726999X,THE GIRL WHO KICKED THE HORNET&#39;S NEST,6/13/2010,3/4/2012
62320130,THE ENGLISH SPY,7/19/2015,9/13/2015
1476726094,"HAPPY, HAPPY, HAPPY",5/26/2013,4/10/2016
385344333,A WANTED MAN,9/30/2012,11/25/2012
1605292885,ONWARD,4/17/2011,4/10/2016
1439177171,UNMASKED,8/2/2009,4/10/2016
525953493,MISSING YOU,4/6/2014,5/18/2014
385354282,THE GIRL IN THE SPIDER&#39;S WEB,9/20/2015,1/24/2016
1476770387,REVIVAL,11/30/2014,2/8/2015
385532458,FORD COUNTY,11/22/2009,1/24/2010
399157786,NEW YORK TO DALLAS,10/2/2011,10/23/2011
044654695X,FIRST FAMILY,5/10/2009,7/12/2009
316407054,PRIVATE PARIS,4/3/2016,4/10/2016
1455520659,THE LONGEST RIDE,10/6/2013,2/2/2014
110188696X,TROUBLEMAKER,11/22/2015,4/10/2016
1400067669,THOMAS JEFFERSON,12/2/2012,4/10/2016
312383304,SIZZLING SIXTEEN,7/11/2010,9/5/2010
1416562850,LIBERTY AND TYRANNY,4/12/2009,4/10/2016
1501100076,FINDERS KEEPERS,6/21/2015,9/13/2015
399157042,THE JUNGLE,3/27/2011,4/24/2011
1451606303,PLUNDER AND DECEIT,8/23/2015,4/10/2016
765325950,A MEMORY OF LIGHT,1/27/2013,5/5/2013
1250061628,COMETH THE HOUR,3/6/2016,3/27/2016
1401324258,Jacqueline Kennedy: Historic Conversations On Life With John F. Kennedy,10/2/2011,4/10/2016
765325942,TOWERS OF MIDNIGHT,11/21/2010,3/6/2011
034551176X,THE BOOK OF BASKETBALL,11/15/2009,4/10/2016
039915597X,U IS FOR UNDERTOW,12/20/2009,1/31/2010
425229734,DARK SLAYER,9/20/2009,10/4/2009
052595158X,CAUGHT,4/11/2010,5/16/2010
525952586,BELIEVING THE LIE,1/29/2012,2/19/2012
525951059,LONG LOST,4/19/2009,5/17/2009
425223434,DARK CURSE,9/21/2008,10/5/2008
805095152,BEING MORTAL,10/26/2014,4/10/2016
038541305X,SOUTH OF BROAD,8/30/2009,1/10/2010
451417054,THE KING,4/20/2014,5/4/2014
385349173,THINGS THAT MATTER,11/10/2013,4/10/2016
62294377,THE FIRST PHONE CALL FROM HEAVEN,12/1/2013,5/18/2014
62082353,AMERICAN SNIPER,1/22/2012,4/10/2016
345539842,MORNING STAR,2/28/2016,3/20/2016
316097365,TOYS,4/3/2011,5/15/2011
805093079,KILLING LINCOLN,10/16/2011,4/10/2016
1439102767,THE STORYTELLER,3/17/2013,5/12/2013
1416563067,SMOKE SCREEN,8/31/2008,9/28/2008
399154914,TRIBUTE,7/27/2008,9/7/2008
61957933,THE UNDEAD POOL,3/16/2014,3/23/2014
446547565,THE LAST SONG,9/27/2009,3/7/2010
441018645,DEAD IN THE FAMILY,5/23/2010,9/19/2010
1416598065,THE OBAMA NATION,8/17/2008,4/10/2016
316018775,SWIMSUIT,7/19/2009,9/13/2009
451462564,TURN COAT,4/26/2009,5/24/2009
425227723,SKIN TRADE,6/21/2009,7/12/2009
1476783454,THE SURVIVOR,10/25/2015,1/10/2016
316410985,THE MURDER HOUSE,10/18/2015,11/22/2015
316206849,THE CUCKOO&#39;S CALLING,8/4/2013,10/20/2013
385349947,LEAN IN,3/31/2013,4/10/2016
316211044,BURN,10/19/2014,11/23/2014
670025593,THE BOOK OF LIFE,8/3/2014,9/14/2014
805062904,THE GUNS AT LAST LIGHT,6/2/2013,4/10/2016
786868724,HAVE A LITTLE FAITH,10/18/2009,4/10/2016
316043001,THOSE GUYS HAVE ALL THE FUN,6/12/2011,4/10/2016
441020011,FROST BURNED,3/24/2013,4/14/2013
62009281,RED,4/3/2011,4/10/2016
140006922X,ZEALOT,8/4/2013,4/10/2016
399158987,W IS FOR WASTED,9/29/2013,1/5/2014
525953728,NO EASY DAY,9/23/2012,4/10/2016
743294386,DEVIL BONES,9/14/2008,10/5/2008
399157441,CHASING FIRE,5/1/2011,6/5/2011
1596981091,CULTURE OF CORRUPTION,8/16/2009,4/10/2016
670015679,THE MAGICIAN&#39;S LAND,8/24/2014,8/31/2014
805098542,KILLING JESUS,10/13/2013,4/10/2016
385352107,COLORLESS TSUKURU TAZAKI AND HIS YEARS OF PILGRIMAGE,8/31/2014,10/19/2014
61939897,GOING ROGUE,12/6/2009,4/10/2016
081299325X,THE ROAD TO CHARACTER,5/3/2015,4/10/2016
61474096,ANATHEM,9/28/2008,10/19/2008
316069418,THE DROP,12/18/2011,1/22/2012
316211125,PRIVATE L.A.,3/2/2014,4/6/2014
316056863,BOSSYPANTS,4/24/2011,4/10/2016
006177104X,CATASTROPHE,7/12/2009,4/10/2016
446407410,DEWEY,10/5/2008,4/10/2016
345495144,TRUE DETECTIVES,4/12/2009,5/3/2009
385528043,THE CONFESSION,11/14/2010,4/3/2011
141659521X,THE LAST MAN,12/2/2012,1/20/2013
1439184305,THE OVERTON WINDOW,7/4/2010,9/12/2010
345528816,STARTING NOW,4/21/2013,5/12/2013
307594882,MY BELOVED WORLD,2/3/2013,4/10/2016
399156577,THE SEARCH,7/25/2010,8/29/2010
525952063,LIVE WIRE,4/10/2011,5/15/2011
446580856,RADIANT ANGEL,6/14/2015,7/26/2015
399155481,PROMISES IN DEATH,3/15/2009,4/19/2009
076793136X,RESILIENCE,5/24/2009,4/10/2016
1439148503,"UNDER THE DOME, PART 1",11/29/2009,2/28/2010
1501111671,THE BAZAAR OF BAD DREAMS,11/22/2015,3/6/2016
307408868,DEAD WAKE,3/29/2015,4/10/2016
080509668X,KILLING PATTON,10/12/2014,4/10/2016
399175954,THE GANGSTER,3/20/2016,4/10/2016
1455521191,THE ESCAPE,12/7/2014,3/8/2015
61733636,GAME CHANGE,1/31/2010,4/10/2016
399155171,BLACK OPS,1/18/2009,3/1/2009
399159304,STORM FRONT,10/27/2013,11/24/2013
1416595015,ARGUING WITH IDIOTS,10/11/2009,4/10/2016
765326361,WORDS OF RADIANCE,3/23/2014,5/11/2014
316036277,THE 9TH JUDGMENT,5/16/2010,6/27/2010
399157301,AGAINST ALL ENEMIES,7/3/2011,8/28/2011
1401322786,THE TIME KEEPER,9/23/2012,1/20/2013
1416950737,STORI TELLING,7/6/2008,4/10/2016
345527712,EXPLOSIVE EIGHTEEN,12/11/2011,2/26/2012
039916443X,CONCEALED IN DEATH,3/9/2014,3/30/2014
385535139,THE LITIGATORS,11/13/2011,2/26/2012
553807145,RELENTLESS,6/28/2009,7/19/2009
553807722,WHAT THE NIGHT KNOWS,1/16/2011,3/13/2011
553805371,THE GRAND DESIGN,9/26/2010,4/10/2016
553805096,THE SNOWBALL,10/19/2008,4/10/2016
316166308,THE SCARECROW,6/14/2009,7/19/2009
1476745374,SI-COLOGY 1,9/22/2013,4/10/2016
765327724,THE OMEN MACHINE,9/4/2011,9/25/2011
517580519,THE LAND OF PAINTED CAVES,4/17/2011,6/26/2011
62265423,10% HAPPIER,3/30/2014,4/10/2016
399156240,FANTASY IN DEATH,3/14/2010,4/4/2010
345542924,TOP SECRET TWENTY-ONE,7/6/2014,8/17/2014
1476751447,HARD CHOICES,6/29/2014,4/10/2016
399157913,THE HELP,Not Found,Not Found
441017150,DEAD AND GONE,5/24/2009,3/7/2010
1455599735,UGANDA BE KIDDING ME,3/23/2014,4/10/2016
446584711,LIES THAT CHELSEA HANDLER TOLD ME,5/29/2011,4/10/2016
399168796,GATHERING PREY,5/17/2015,6/21/2015
399159894,WHISKEY BEACH,5/5/2013,6/9/2013
312577206,HOME FRONT,2/19/2012,3/18/2012
081298840X,WHEN BREATH BECOMES AIR,1/31/2016,4/10/2016
316210919,CROSS MY HEART,12/15/2013,2/16/2014
62268341,YES PLEASE,11/16/2014,4/10/2016
385527403,THE YANKEE YEARS,2/22/2009,4/10/2016
1400064163,UNBROKEN,12/5/2010,4/10/2016
1627792414,KILLING REAGAN,10/11/2015,4/10/2016
193700788X,DEAD EVER AFTER,5/26/2013,6/30/2013
1476728747,THE WRIGHT BROTHERS,5/24/2015,4/10/2016
307394867,OPRAH,5/2/2010,4/10/2016
446533424,THE GATE HOUSE,11/16/2008,1/25/2009
1250058902,HUMANS OF NEW YORK: STORIES,11/1/2015,4/10/2016
393244660,FLASH BOYS,4/20/2014,4/10/2016
1439102740,LONE WOLF,3/18/2012,5/6/2012
385537859,INFERNO,6/2/2013,1/19/2014
62073125,THE FALLEN ANGEL,8/5/2012,9/16/2012
307269981,THE GIRL WHO PLAYED WITH FIRE,8/16/2009,4/4/2010
1476717125,ACT OF WAR,7/27/2014,8/24/2014
345527747,NOTORIOUS NINETEEN,12/9/2012,1/27/2013
544272994,WHAT IF?,9/21/2014,4/10/2016
399160132,THE STORM,6/17/2012,7/15/2012
385344325,THE AFFAIR,10/16/2011,12/11/2011
804178747,PERSONAL,9/21/2014,11/23/2014
316206822,PRIVATE GAMES,3/4/2012,4/15/2012
446195529,HELL&#39;S CORNER,11/28/2010,2/6/2011
316097519,"ALEX CROSS, RUN",3/10/2013,5/5/2013
316055433,THE GOLDFINCH,11/10/2013,2/22/2015
1400067693,MY NAME IS LUCY BARTON,1/31/2016,4/10/2016
1439102414,FLASH AND BONES,9/11/2011,10/2/2011
451239350,LOVER AT LAST,4/14/2013,5/5/2013
345544927,LEAVING TIME,11/2/2014,2/22/2015
307590615,DECISION POINTS,11/28/2010,4/10/2016
1937007448,DEADLOCKED,5/20/2012,7/22/2012
044657922X,EARTH (THE BOOK),10/10/2010,4/10/2016
316166294,THE BRASS VERDICT,11/2/2008,12/21/2008
451464397,SKIN GAME,6/15/2014,7/13/2014
446554987,COLD VENGEANCE,8/21/2011,9/25/2011
765302306,THE GATHERING STORM,11/15/2009,1/17/2010
399160477,COMMAND AUTHORITY,12/22/2013,3/2/2014
316017922,OUTLIERS,12/7/2008,4/10/2016
385536070,CALICO JOE,4/29/2012,8/12/2012
385340583,61 HOURS,6/6/2010,7/25/2010
446579939,THE LUCKY ONE,10/19/2008,2/8/2009
385526563,TOO FAT TO FISH,11/30/2008,4/10/2016
446552445,CHELSEA CHELSEA BANG BANG,3/28/2010,4/10/2016
399167455,COME RAIN OR COME SHINE,10/11/2015,11/8/2015
345530918,POWER PLAY,3/30/2014,4/20/2014
1451629184,A STOLEN LIFE,7/31/2011,4/10/2016
1476746583,ALL THE LIGHT WE CANNOT SEE,5/25/2014,4/10/2016
1451648537,STEVE JOBS,11/13/2011,4/10/2016
1455576425,THE QUEST,10/6/2013,11/10/2013
044658083X,THE LION,6/27/2010,8/29/2010
62369288,CLINTON CASH,5/24/2015,4/10/2016
62218336,THINK LIKE A FREAK,6/1/2014,4/10/2016
399157700,MAD RIVER,10/21/2012,11/18/2012
553807749,ODD APOCALYPSE,8/19/2012,9/23/2012
052595418X,THE ORGANIZED MIND,9/7/2014,4/10/2016
316206873,THE SILKWORM,7/6/2014,9/14/2014
316211079,MISTRESS,8/25/2013,9/29/2013
399157816,THE RACE,9/25/2011,10/16/2011
399156496,STORM PREY,6/6/2010,7/4/2010
307461351,IN THE PRESIDENT&#39;S SECRET SERVICE,8/23/2009,4/10/2016
1400052173,THE IMMORTAL LIFE OF HENRIETTA LACKS,2/21/2010,4/10/2016
399159460,WAGING HEAVY PEACE,10/14/2012,4/10/2016
61997161,THE PIONEER WOMAN,2/20/2011,4/10/2016
1416558977,THE WAR WITHIN,9/28/2008,4/10/2016
1476730628,THE PROMISE OF A PENCIL,4/6/2014,4/10/2016
1501117696,BINGE,11/8/2015,4/10/2016
1451651104,THE PRICE OF POLITICS,9/30/2012,4/10/2016
1451693478,COWARDS,7/1/2012,4/10/2016
670022128,IN THE COMPANY OF OTHERS,11/7/2010,1/9/2011
525953507,THE STRANGER,4/12/2015,5/31/2015
316200603,THE WITCHES,11/15/2015,4/10/2016
61429252,CONFIDENCE MEN,10/9/2011,4/10/2016
399167315,GHOST SHIP,6/15/2014,7/6/2014
1439102724,SING YOU HOME,3/20/2011,5/29/2011
399155392,CORSAIR,3/29/2009,5/3/2009
385347405,BECOMING STEVE JOBS,4/12/2015,4/10/2016
399167293,THE BOOTLEGGER,3/23/2014,4/13/2014
399588639,THE NAME OF GOD IS MERCY,1/31/2016,4/10/2016
1451614217,ABUNDANCE,3/11/2012,4/10/2016
399159010,LET&#39;S PRETEND THIS NEVER HAPPENED,5/6/2012,4/10/2016
399162380,FIELD OF PREY,5/25/2014,6/29/2014
446569895,I AM OZZY,2/14/2010,4/10/2016
547928173,FRANCONA,2/10/2013,4/10/2016
1439192561,"FULL DARK, NO STARS",11/28/2010,1/23/2011
1416954120,"ARE YOU THERE, VODKA? IT&#39;S ME, CHELSEA",6/8/2008,4/10/2016
62010964,AMERICA BY HEART,12/12/2010,4/10/2016
039915731X,LOCKED ON,1/1/2012,2/26/2012
451233166,LOVER UNLEASHED,4/17/2011,5/8/2011
375414967,THAT OLD CAPE MAGIC,8/23/2009,10/4/2009
399158081,MIRAGE,11/24/2013,12/15/2013
1101874082,ADULTERY,9/7/2014,10/19/2014
399184414,SEVEN BRIEF LESSONS ON PHYSICS,3/20/2016,4/10/2016
1594202842,BATTLE HYMN OF THE TIGER MOTHER,1/30/2011,4/10/2016
044657788X,THE BOOK OF LIES,9/21/2008,10/26/2008
399156119,KISSER,2/7/2010,3/14/2010
307985989,THE BIG MISS,4/15/2012,4/10/2016
804136637,A SPY AMONG FRIENDS,8/17/2014,4/10/2016
385526393,THE DARK SIDE,8/3/2008,4/10/2016
385528264,HOUSE OF CARDS,3/29/2009,4/10/2016
1400069343,"LOTS OF CANDLES, PLENTY OF CAKE",5/13/2012,4/10/2016
307353486,DEMONIC,6/26/2011,4/10/2016
312380720,LOOK AGAIN,5/3/2009,5/24/2009
399155228,SALVATION IN DEATH,11/23/2008,12/7/2008
62112031,MY CROSS TO BEAR,5/20/2012,4/10/2016
307272583,STAR ISLAND,8/15/2010,9/26/2010
312554168,HEART OF THE MATTER,5/30/2010,7/25/2010
1416563083,SMASH CUT,8/30/2009,9/20/2009
441019714,THE SOOKIE STACKHOUSE COMPANION,9/18/2011,10/9/2011
1594205876,BELIEVER,3/1/2015,4/10/2016
140006872X,"BLOOD, BONES AND BUTTER",3/20/2011,4/10/2016
61950718,PINHEADS AND PATRIOTS,10/3/2010,4/10/2016
316036234,DON&#39;T BLINK,10/17/2010,11/21/2010
1627790527,A FIGHTING CHANCE,5/11/2014,4/10/2016
374203059,THE MARRIAGE PLOT,10/30/2011,1/22/2012
1250010071,DON&#39;T GO,4/28/2013,5/19/2013
1476773955,CALL TO ACTION,4/13/2014,4/10/2016
525429565,ORIGINALS,2/21/2016,4/10/2016
399170863,THE LIAR,5/3/2015,6/7/2015
034553283X,GLITTER AND GLUE,2/23/2014,4/10/2016
425234339,BULLET,6/20/2010,7/4/2010
393081818,BOOMERANG,10/23/2011,4/10/2016
307461181,THIS TIME TOGETHER,4/25/2010,4/10/2016
1455501476,LETHAL,10/9/2011,11/6/2011
446539864,THE BOURNE SANCTION,8/17/2008,9/28/2008
031264065X,THE POLITICIAN,2/14/2010,4/10/2016
812993802,TENTH OF DECEMBER,1/27/2013,4/7/2013
312554192,WHERE WE BELONG,8/12/2012,9/23/2012
61969656,DEATH OF KINGS,2/5/2012,2/19/2012
1602862567,FINDING ME,5/25/2014,4/10/2016
1591848040,A MORE PERFECT UNION,10/25/2015,4/10/2016
441017835,A TOUCH OF DEAD,10/25/2009,11/22/2009
052595225X,THE IDEAL MAN,8/28/2011,9/11/2011
451417070,THE SHADOWS,4/19/2015,5/3/2015
385535597,DARK MONEY,2/7/2016,4/10/2016
1101902752,A MOTHER&#39;S RECKONING,3/6/2016,4/10/2016
307593312,1Q84,11/13/2011,1/15/2012
399161309,THIS TOWN,8/4/2013,4/10/2016
1416595163,PURSUIT OF HONOR,11/1/2009,1/10/2010
1439187193,BROKE,11/14/2010,4/10/2016
1400069483,MISSION TO PARIS,7/1/2012,8/5/2012
767932307,A LION CALLED CHRISTIAN,3/29/2009,4/10/2016
399155279,HEAT LIGHTNING,10/12/2008,11/16/2008
399159126,THE WITNESS,5/6/2012,6/10/2012
038553826X,RAISING STEAM,4/6/2014,4/13/2014
670022411,A DISCOVERY OF WITCHES,2/27/2011,4/17/2011
399158022,RED MIST,12/25/2011,1/29/2012
316097446,ZOO,9/23/2012,10/28/2012
451229851,LOVER MINE,5/16/2010,6/13/2010
61231401,THE DOOMSDAY KEY,7/12/2009,8/16/2009
1455521310,KING AND MAXWELL,12/8/2013,1/26/2014
1451648448,MRS. KENNEDY AND ME,4/22/2012,4/10/2016
030735346X,GUILTY,1/25/2009,4/10/2016
