	ISBN
425	515141429
426	375757325
427	937832383
428	440238153
429	765346524
430	1439153663
431	316769029
432	385720920
433	374528373
434	375822747
435	60541814
436	451933028
437	000100039X
438	394541553
439	312379838
440	812550757
441	684823780
442	1400031702
443	375725784
444	553381679
445	439228905
446	192833987
447	679735771
448	613371658
449	1400034779
450	1582406723
451	451457994
452	1590525132
453	842342702
454	62059998
455	545265355
456	805063897
457	593053893
458	812517725
459	743477154
460	385074077
461	553256696
462	192835084
463	553381547
464	312282990
465	802798233
466	805072454
467	689865392
468	965341984
469	739465511
470	375507256
471	767902890
472	1844137872
473	006197806X
474	307277887
475	1841493007
476	765305119
477	141439491
478	743482751
479	393320979
480	1401207529
481	316134023
482	1409151174
483	679751521
484	1301949825
485	142437018
486	142406252
487	439861365
488	1595143068
489	64400026
490	380002558
491	60589469
492	375759239
493	60887303
494	670241334
495	1594200823
496	446696129
497	045057458X
498	385335997
499	393315053
500	307348245
501	747560595
502	441012183
503	141439599
504	192840398
505	394820371
506	1841493015
507	078685197X
508	765316889
509	
510	156389341X
511	446617792
512	1573225517
513	446696110
514	385721676
515	60574216
516	60899220
517	99244721
518	486266893
519	374480095
520	2253147699
521	1713221
522	071483355X
523	312642962
524	751532711
525	1442426640
526	670020559
527	1421501686
528	689875347
529	60529709
530	752863886
531	425266745
532	140439447
533	316013684
534	679760806
535	553383043
536	763616052
537	743253973
538	385339607
539	142437239
540	6480098
541	345418921
542	385739141
543	723247706
544	64405044
545	765316897
546	679746048
547	61173398
548	743278909
549	1481426303
550	920668372
551	1416524517
552	618391118
553	451210859
554	330449605
555	99428644
556	142501557
557	743275012
558	385523386
559	451528018
560	345350499
561	689841582
562	446612707
563	441014941
564	375706771
565	395389496
566	140544518
567	425134350
568	61124265
569	441013333
570	62085484
571	441783589
572	1857993284
573	316134112
574	553278223
575	307592839
576	753454947
577	61015725
578	7202326
579	525950079
580	312360304
581	
582	60874163
583	140424385
584	312348649
585	375856110
586	1840224029
587	60809248
588	441014917
589	156007754
590	142421715
591	1423100034
592	1416562591
593	1841156736
594	1921351438
595	60541830
596	689711735
597	618101365
598	60838655
599	679745653
600	60515198
601	670011940
602	553383809
603	451155750
604	646418432
605	425200450
606	307271080
607	446611085
608	451167805
609	425263924
610	590133373
611	1585424331
612	60885378
613	765356155
614	446696137
615	1423146727
616	61448761
617	446615862
618	743226720
619	330419129
620	307237699
621	743455967
622	312364083
623	345418972
624	345476883
625	374533571
626	076072850X
627	743272498
628	151009988
629	1843913720
630	067102423X
631	786226749
632	451190750
633	014044906X
634	60739495
635	60589280
636	316767727
637	031610969X
638	1416912045
639	385335989
640	399256768
641	074348276X
642	435233076
643	446579920
644	545422906
645	
646	452287588
647	1591164419
648	1451666179
649	812513738
650	192076920X
651	670032565
652	451188454
653	375408266
654	805047905
655	553283685
656	142000698
657	61007226
658	031612558X
659	067976402X
660	440174643
661	930289455
662	679732764
663	689862202
664	751514624
665	60529962
666	143035479
667	
668	380813815
669	1577314808
670	553804677
671	64471837
672	1620610078
673	345418905
674	1619630621
675	1932664084
676	61020680
677	373210086
678	067168390X
679	393324826
680	1595143173
681	765342405
682	340606517
683	452287065
684	345350685
685	1563892278
686	345465083
687	038073186X
688	553328255
689	198320272
690	140449140
691	074347757X
692	312642970
693	714836257
694	767905180
695	451527887
696	140003065X
697	836220889
698	689865406
699	543898083
700	031237982X
701	1401303277
702	425144372
703	60513098
704	2020336464
705	553803727
706	1878424505
707	394709306
708	744583276
709	140285679
710	
711	1434768511
712	7173687
713	
714	553213873
715	052595127X
716	1591826039
717	743482832
718	1905654944
719	340829788
720	439813786
721	60776099
722	1591169151
723	778316556
724	
725	1905654588
726	375706674
727	7230206
728	006441034X
729	2226131906
730	691096120
731	571225381
732	224094157
733	312938993
734	1580495931
735	143039091
736	
737	037571457X
738	1420925431
739	316084239
740	067001088X
741	399151575
742	385339666
743	
744	1569319006
745	307931889
746	312861877
747	743477561
748	440178002
749	451219368
750	1619634449
751	345803574
752	068983568X
753	545132053
754	151010269
755	140286276
756	345457374
757	60288140
758	374214913
759	743496310
760	
761	590452037
762	99285444
763	743482778
764	385732562
765	014240120X
766	316033677
767	812474945
768	1476712980
769	076360013X
770	440221668
771	450042685
772	1400064562
773	393328627
774	142402494
775	1933372605
776	743270754
777	679720219
778	439206480
779	61214655
780	039515023X
781	525457585
782	571212921
783	1884365302
784	61662690
785	684853949
786	006074815X
787	1860498809
788	1594747350
789	375727345
790	356500152
791	067973225X
792	747532036
793	451218043
794	553803735
795	451458125
796	1591169208
797	61020648
798	1400078431
799	006112429X
800	1857231589
801	345419626
802	159308143X
803	199291152
804	142001430
805	446612731
806	452281253
807	1936305623
808	689707495
809	425227510
810	074349671X
811	1423140567
812	765348276
813	831727527
814	140255559
815	684818701
816	60510862
817	8497597729
818	812971060
819	575079797
820	786851473
821	743225422
822	1607747308
823	385755880
824	671011367
825	552562521
826	61120251
827	689865198
828	545424925
829	031286504X
830	140006208X
831	66620996
832	803734611
833	
834	439236193
835	141651693X
836	440238609
837	1480095532
838	312305060
839	1623420024
840	316191299
841	451188462
842	385739168
843	385742886
844	144477851X
845	375726403
846	1857232097
847	803734964
848	009928264X
849	385338708
850	1416524525
851	316070521
852	440241812
853	393316041
854	545123283
855	553609416
856	142437344
857	451529170
858	
859	385339100
860	345538374
861	146109111X
862	446350982
863	045052468X
864	374292795
865	385743564
866	1558580093
867	553213970
868	61583251
869	679740678
870	393322238
871	793551617
872	812970063
873	441013813
874	786838922
875	812976142
876	140424393
877	1416524290
878	1406311529
879	553266306
880	307463745
881	525951989
882	739352350
883	679644199
884	312965788
885	
886	312966091
887	1576469239
888	037582913X
889	425193799
890	805094598
891	399256776
892	2266079999
893	525423281
894	375703861
895	62107062
896	1582346186
897	61974552
898	836218051
899	067001821X
900	696215322
901	330491237
902	140282580
903	055381706X
904	6480101
905	345347951
906	763625299
907	60852550
908	1619630656
909	812513754
910	385342306
911	785263705
912	385340397
913	1484724917
914	1250069793
915	1607066017
916	99285045
917	1590385810
918	64407683
919	451458443
920	743264738
921	1476717486
922	385339097
923	014034893X
924	1594743347
925	679642420
926	671746723
927	810994739
928	62285688
929	61992259
930	393050327
931	765350378
932	1406310255
933	312199430
934	1416521496
935	525423664
936	99578514
937	1400049628
938	440234743
939	1579126251
940	1416924981
941	440995779
942	
943	440241898
944	141439610
945	1416968237
946	312966970
947	1573225789
948	385339151
949	312857063
950	141439831
951	1857988841
952	2266047426
953	1563899426
954	142000280
955	446671002
956	803736991
957	033041836X
958	140679239X
959	8129104598
960	425197549
961	375836675
962	141439653
963	60855908
964	038560310X
965	380718340
966	312650248
967	1583485090
968	152061548
969	713998946
970	800759494
971	679776192
972	312995059
973	743496744
974	312423799
975	446613347
976	1101946342
977	441172695
978	6280560
979	1416528636
980	517092913
981	316075809
982	
983	767905202
984	553213172
985	140047484
986	140620192
987	
988	752224417
989	62014536
990	812550285
991	192840509
992	679728759
993	1442426675
994	751504386
995	99437961
996	8129115301
997	1421508222
998	451458923
999	345484266
1000	618968474
1001	
1002	014100018X
1003	553116606
1004	771068719
1005	1936305550
1006	192839993
1007	1400063736
1008	141321318
1009	440236703
1010	
1011	1423121309
1012	761169253
1013	60512806
1014	1476730105
1015	60959037
1016	452282829
1017	006097625X
1018	316077054
1019	1594485755
1020	743454553
1021	330419641
1022	312976275
1023	60590270
1024	393324818
1025	078681859X
1026	688014291
1027	553258478
1028	068484477X
1029	394758285
1030	014200068X
1031	439272637
1032	316175676
1033	
1034	810970686
1035	679433139
1036	1405204265
1037	1620610116
1038	62085530
1039	812968972
1040	
1041	081299860X
1042	1582349908
1043	60584750
1044	99549344
1045	451528352
1046	340837942
1047	670021458
1048	330371231
1049	1781162646
1050	1612620248
1051	068480154X
1052	038531258X
1053	811214044
1054	1609450787
1055	307353133
1056	62515675
1057	575077026
1058	399254129
1059	689818769
1060	810983915
1061	
1062	006223742X
1063	1563899809
1064	
1065	345452003
1066	1442408928
1067	451528522
1068	
1069	61122092
1070	1402726023
1071	450542882
1072	1937044963
1073	553213148
1074	448405202
1075	399162097
1076	765304740
1077	679722769
1078	142401773
1079	312304358
1080	99471426
1081	1581345283
1082	
1083	440243750
1084	64400565
1085	380508567
1086	375708111
1087	64408639
1088	312980140
1089	61662763
1090	451459407
1091	152802177
1092	575077883
1093	345494997
1094	312983867
1095	60566221
1096	446359408
1097	375508325
1098	1400032822
1099	051722285X
1100	1932416641
1101	140003471X
1102	582416396
1103	142406635
1104	067001110X
1105	385339674
1106	553565699
1107	451194004
1108	375507779
1109	812550293
1110	140042520
1111	1841497126
1112	152058109
1113	553804685
1114	679734775
1115	670018708
1116	61245089
1117	141318309
1118	60278250
1119	446612545
1120	751504572
1121	441104029
1122	1841499889
1123	1619636042
1124	679729771
1125	140501827
1126	747267634
1127	385495226
1128	99448475
1129	1592402038
1130	60572965
1131	399231900
1132	752898477
1133	61996165
1134	310226058
1135	812577566
1136	440421705
1137	679729526
1138	307265838
1139	553375407
1140	1416995552
1141	373210493
1142	439321611
1143	395401461
1144	451196716
1145	60566213
1146	385732538
1147	451412354
1148	385516487
1149	316057770
1150	446579807
1151	1301627445
1152	61015733
1153	316122386
1154	786836547
1155	184243022X
1156	156031663
1157	385340540
1158	1595143971
1159	671250671
1160	451459873
1161	807508527
1162	143123238
1163	91940737
1164	
1165	297854399
1166	676979343
1167	316601950
1168	140283307
1169	743464117
1170	785819118
1171	1891830430
1172	345439104
1173	876850867
1174	679744398
1175	1593082045
1176	1569319014
1177	451450523
1178	60577312
1179	689848919
1180	670018864
1181	812504690
1182	1439177724
1183	872863107
1184	073380084X
1185	1617750255
1186	345418778
1187	074325807X
1188	778324338
1189	451222350
1190	60502932
1191	967686563
1192	451223292
1193	045146091X
1194	345539826
1195	055215430X
1196	61020702
1197	316078573
1198	62430874
1199	575077905
1200	679800034
1201	393330478
1202	60590165
1203	316155594
1204	316080845
1205	312642989
1206	141439734
1207	545457823
1208	345503805
1209	486426750
1210	440241022
1211	1423140575
1212	1416552510
1213	330448447
1214	081257558X
1215	451461037
1216	451529553
1217	618084746
1218	
1219	441627404
1220	552152978
1221	385323069
1222	618477942
1223	006135323X
1224	
1225	7148984
1226	1419701762
1227	810984911
1228	312990227
1229	60839783
1230	446696633
1231	141014083
1232	142001805
1233	345373944
1234	747571775
1235	1573221112
1236	385333137
1237	62003933
1238	385339682
1239	1400032814
1240	312985347
1241	439554004
1242	743236017
1243	316926345
1244	451461401
1245	786915749
1246	786849568
1247	1416951172
1248	399244557
1249	1585421464
1250	067084487X
1251	385339658
1252	316067598
1253	
1254	1579126278
1255	006083756X
1256	316033650
1257	1907411054
1258	044669651X
1259	307887898
1260	1595143181
1261	345335457
1262	785136207
1263	671728687
1264	1594481938
1265	439706408
1266	340640146
1267	515142247
1268	316123528
1269	60878061
1270	61147931
1271	1419702238
1272	316033669
1273	1416543007
1274	1862301387
1275	140447571
1276	1501132938
1277	553213296
1278	679736379
1279	044024191X
1280	373210132
1281	1576737330
1282	812983602
1283	1400043468
1284	1922182109
1285	9380658797
1286	006117758X
1287	375825444
1288	974320625
1289	670035386
1290	765354942
1291	380727501
1292	451461894
1293	1607060760
1294	1599900734
1295	553496646
1296	486282228
1297	1590388984
1298	140298479
1299	067976397X
1300	446698466
1301	767903862
1302	192123092
1303	345300785
1304	375714839
1305	449213447
1306	451171357
1307	786891084
1308	64441555
1309	
1310	1595148035
1311	451222725
1312	62110837
1313	
1314	64410137
1315	143037617
1316	64431436
1317	044101268X
1318	689878559
1319	224085611
1320	451225856
1321	553288202
1322	446698873
1323	688120490
1324	743246985
1325	394800206
1326	60885408
1327	1501100130
1328	316184136
1329	60935472
1330	1416553649
1331	60899190
1332	7119550
1333	152047379
1334	340818670
1335	345544951
1336	037571894X
1337	743246071
1338	316133973
1339	1842430351
1340	399244573
1341	1423157370
1342	60832819
1343	1416560610
1344	1846558913
1345	1844082938
1346	345501330
1347	
1348	141001828
1349	743289684
1350	374529523
1351	553380966
1352	60892994
1353	1580493882
1354	1442409053
1355	62300547
1356	312864590
1357	1580495869
1358	765348780
1359	7251866
1360	440401585
1361	043977134X
1362	345419634
1363	446615625
1364	316155608
1365	812551478
1366	743272501
1367	385683421
1368	385542364
1369	786838930
1370	373210183
1371	988393506
1372	385535144
1373	143036378
1374	525444440
1375	316075558
1376	143036696
1377	64440206
1378	64410129
1379	1423116399
1380	1250121000
1381	345348109
1382	425201392
1383	786818611
1384	553214322
1385	1620610094
1386	141697170X
1387	
1388	1453688935
1389	679774386
1390	1476791457
1391	1469216000
1392	99303744
1393	142437808
1394	385720106
1395	
1396	141693586X
1397	553380648
1398	802140181
1399	156389226X
1400	385337930
1401	441007317
1402	142412147
1403	553582917
1404	1406914835
1405	375760377
1406	413757102
1407	375835318
1408	802132758
1409	545259088
1410	1573226521
1411	143145541
1412	575096578
1413	1416524355
1414	192750968
1415	141650964X
1416	99556316
1417	553564943
1418	312987854
1419	316548189
1420	034541005X
1421	752865331
1422	515128635
1423	055380491X
1424	670674249
1425	1416903569
1426	140436588
1427	312936222
1428	446690457
1429	61985848
1430	316087378
1431	1590387422
1432	1455806854
1433	1416995587
1434	014240165X
1435	1590860624
1436	842377506
1437	031613290X
1438	057507681X
1439	1416534733
1440	1563894696
1441	811201880
1442	785268839
1443	1606410423
1444	312349486
1445	
1446	689845367
1447	140439072
1448	039921920X
1449	096319254X
1450	385733585
1451	689832133
1452	441015662
1453	765328658
1454	1423321677
1455	380714752
1456	380729407
1457	140003342X
1458	394298667
1459	802139256
1460	385517874
1461	812565959
1462	
1463	307021343
1464	440235596
1465	1587263890
1466	
1467	1423100050
1468	441014739
1469	399154094
1470	312330863
1471	316921173
1472	
1473	812967127
1474	62041266
1475	61922315
1476	375822070
1477	9504915248
1478	141183535
1479	
1480	1903436575
1481	670012947
1482	1627792120
1483	60541431
1484	849900417
1485	1250049555
1486	812973011
1487	
1488	7423292
1489	385265700
1490	385333870
1491	60872985
1492	689852231
1493	1416523715
1494	749935332
1495	014303961X
1496	043402080X
1497	140143459
1498	451205367
1499	743418719
1500	345403959
1501	575070706
1502	553805487
1503	1580495761
1504	141694740X
1505	345468643
1506	312349491
1507	451529758
1508	451219945
1509	785264698
1510	785121447
1511	
1512	670026638
1513	806527285
1514	
1515	99448572
1516	385334141
1517	006124189X
1518	451526759
1519	440416795
1520	553588265
1521	60555955
1522	312948557
1523	99489988
1524	143038109
1525	1847241697
1526	61974587
1527	1593080646
1528	385731051
1529	425181103
1530	1416990658
1531	1586608290
1532	60012382
1533	039925482X
1534	
1535	190444248X
1536	671742515
1537	804179034
1538	
1539	345503813
1540	7151667
1541	385339593
1542	078670621X
1543	60525118
1544	1101904224
1545	62310666
1546	385737424
1547	553381342
1548	553119222
1549	689862229
1550	805094601
1551	184343217X
1552	1416971734
1553	6498523
1554	805448659
1555	743470125
1556	330488902
1557	671035975
1558	515114693
1559	60921145
1560	
1561	1416997857
1562	6479677
1563	3822858641
1564	345416260
1565	679776818
1566	081257639X
1567	1606412388
1568	345443284
1569	446613363
1570	1423108361
1571	059044297X
1572	803734735
1573	803734956
1574	61020664
1575	1301347949
1576	140434747
1577	965476022
1578	
1579	64410145
1580	8424133498
1581	983212546
1582	961454733
1583	60085894
1584	452286034
1585	312624670
1586	1844280136
1587	545424941
1588	141439637
1589	486290727
1590	486298574
1591	1455561789
1592	
1593	836204387
1594	142401757
1595	1616201320
1596	1596912855
1597	1400044162
1598	345498321
1599	451197968
1600	031242440X
1601	006091307X
1602	1423121317
1603	8498000831
1604	1857231511
1605	99297701
1606	006114097X
1607	60586133
1608	1416974520
1609	743466527
1610	054522490X
1611	441005764
1612	312986343
1613	553564935
1614	1405910216
1615	671662341
1616	030720961X
1617	61245097
1618	60890681
1619	61449067
1620	8129118807
1621	7174160
1622	60887338
1623	440800463
1624	446364800
1625	1405206128
1626	1569319472
1627	451219422
1628	312532768
1629	446402397
1630	60987510
1631	425260933
1632	60527994
1633	1933718005
1634	
1635	440339340
1636	307395987
1637	312979975
1638	031601477X
1639	743418735
1640	081297235X
1641	1401307450
1642	3442723434
1643	425273865
1644	99427869
1645	316056634
1646	142422959
1647	1416953574
1648	1416940901
1649	307278492
1650	1878424114
1651	312315953
1652	689878567
1653	446614831
1654	385480016
1655	805092528
1656	031259044X
1657	553296124
1658	689878575
1659	042510687X
1660	8176210773
1661	
1662	1857988094
1663	015204566X
1664	515130974
1665	425205819
1666	553589172
1667	7149824
1668	439598389
1669	593065700
1670	205313426
1671	140620613
1672	786939532
1673	156865054X
1674	1590171993
1675	1401308201
1676	074348486X
1677	1563892618
1678	451528921
1679	374525641
1680	1841496863
1681	159514319X
1682	385341652
1683	316010707
1684	345544110
1685	812984277
1686	1563892251
1687	689849109
1688	1558745157
1689	1490904387
1690	1439102759
1691	450610098
1692	547887205
1693	1401248969
1694	
1695	802720854
1696	1595406557
1697	679781498
1698	393065782
1699	812972147
1700	802122558
1701	60090383
1702	586008357
1703	99448769
1704	380709244
1705	575090855
1706	736693416
1707	375866590
1708	60244054
1709	553588257
1710	316779423
1711	552152951
1712	1581345275
1713	1400064287
1714	038000321X
1715	143037749
1716	446691097
1717	749932775
1718	345335708
1719	
1720	1401323820
1721	
1722	345469011
1723	7157150
1724	142404128
1725	60266864
1726	684853159
1727	385536976
1728	385733410
1729	038533916X
1730	
1731	159474758X
1732	486424545
1733	1593070942
1734	
1735	1423160916
1736	140439242
1737	143039989
1738	684856476
1739	60885432
1740	312181108
1741	1905654871
1742	61177598
1743	451200810
1744	752858491
1745	6486010
1746	399167838
1747	515126772
1748	140449337
1749	078684907X
1750	143036556
1751	679735909
1752	1423102282
1753	425143325
1754	1566195764
1755	671685635
1756	64410153
1757	076790382X
1758	64410161
1759	143035746
1760	000712774X
1761	
1762	374104093
1763	
1764	60775823
1765	385517238
1766	452277752
1767	812551494
1768	1590514637
1769	1857231384
1770	671646788
1771	345434803
1772	
1773	6479901
1774	140382623
1775	054762834X
1776	1565075722
1777	802131786
1778	61997811
1779	1600964338
1780	142000701
1781	1903434777
1782	1444778536
1783	553804804
1784	451208641
1785	446692654
1786	1400076196
1787	345466608
1788	446364495
1789	593057058
1790	385735294
1791	545060397
1792	28610105
1793	316003727
1794	486234118
1795	743453255
1796	679720227
1797	1842430246
1798	375757856
1799	
1800	60747226
1801	224081187
1802	449223604
1803	751530484
1804	618062416
1805	
1806	60735414
1807	159285849X
1808	62491792
1809	1423102266
1810	670175919
1811	
1812	743289412
1813	1451695195
1814	61092193
1815	743291476
1816	575075066
1817	034554689X
1818	553381660
1819	192750976
1820	1416974512
1821	375713344
1822	015602764X
1823	156004801
1824	553375938
1825	525950125
1826	1841492612
1827	1444729705
1828	1501115065
1829	1592407331
1830	316243914
1831	1573229725
1832	679731148
1833	763625892
1834	670022802
1835	345298349
1836	62207393
1837	439771277
1838	60851988
1839	1419705849
1840	1405258217
1841	1416903542
1842	6472613
1843	425201449
1844	60845546
1845	141026286
1846	61345660
1847	072325804X
1848	99771810
1849	1594634718
1850	
1851	373772467
1852	552154288
1853	345435168
1854	552992097
1855	425204669
1856	051513628X
1857	1416950052
1858	785136223
1859	307932230
1860	7158505
1861	805053883
1862	3518367064
1863	385333471
1864	1421505851
1865	
1866	439249546
1867	1597801577
1868	140436065
1869	525425632
1870	441014895
1871	
1872	1400096278
1873	140446745
1874	61020672
1875	1932664122
1876	1401204252
1877	144242673X
1878	156512569X
1879	871137380
1880	765376458
1881	385743580
1882	1841493139
1883	385905165
1884	439324599
1885	224064908
1886	1400033837
1887	805080481
1888	441016154
1889	689829531
1890	375705856
1891	1560974273
1892	1250006325
1893	451529693
1894	884271781
1895	61284394
1896	385340559
1897	452286530
1898	739377728
1899	1841499900
1900	1452440026
1901	147712556
1902	1563893304
1903	61120669
1904	1573227889
1905	031620157X
1906	64407314
1907	345529057
1908	743493915
1909	
1910	60887370
1911	1939045010
1912	345522478
1913	743211375
1914	553560735
1915	1558611584
1916	1593083254
1917	515121843
1918	1442435003
1919	761121323
1920	399244565
1921	61240850
1922	804139296
1923	1619636077
1924	1593080336
1925	380789027
1926	9382618341
1927	385333501
1928	385349068
1929	671869205
1930	143034758
1931	807218731
1932	140448071
1933	
1934	62392174
1935	312367481
1936	1416974504
1937	1451533969
1938	446608815
1939	
1940	802136834
1941	140185852
1942	571171788
1943	765354063
1944	074326195X
1945	
1946	60987529
1947	3426615355
1948	1442468351
1949	1905294719
1950	553293389
1951	486452433
1952	345335651
1953	374529531
1954	545060508
1955	61668036
1956	316910333
1957	553271989
1958	
1959	1609411153
1960	1444705105
1961	
1962	517053616
1963	61054887
1964	1400031575
1965	425192032
1966	1570425779
1967	142408808
1968	735221081
1969	61996181
1970	031624662X
1971	765340747
1972	60566108
1973	1616149981
1974	1595547169
1975	140273344
1976	425201376
1977	978970764
1978	345409469
1979	1906427135
1980	
1981	1573225126
1982	080508049X
1983	525949690
1984	031242681X
1985	1579126243
1986	310902711
1987	380800829
1988	786930705
1989	375508333
1990	345457692
1991	425184226
1992	
1993	1607066920
1994	440241014
1995	375701214
1996	076791936X
1997	6551815
1998	1400032059
1999	1250060559
2000	679763309
2001	1591451884
2002	451218590
2003	575077832
2004	015603297X
2005	067056172X
2006	1594831114
2007	330493744
2008	1595551387
2009	61449091
2010	875093663
2011	373210361
2012	142004332
2013	586217835
2014	385729367
2015	552153257
2016	307594777
2017	
2018	1842430343
2019	61583219
2020	
2021	316159794
2022	64472779
2023	380713802
2024	375832998
2025	316002895
2026	312656262
2027	802142818
2028	586066888
2029	812969901
2030	61583073
2031	375758992
2032	64404773
2033	60577363
2034	6140105234
2035	62026488
2036	312650086
2037	802714625
2038	751530492
2039	553213482
2040	684818868
2041	553582461
2042	1600102379
2043	1406310263
2044	446363251
2045	425205673
2046	684843781
2047	006057299X
2048	1400068320
2049	039333712X
2050	7246226
2051	785289089
2052	316058432
2053	765340054
2054	
2055	679732268
2056	64408671
2057	312593554
2058	671015206
2059	1423116380
2060	743244583
2061	60920084
2062	446607207
2063	60885416
2064	61053562
2065	440228891
2066	787960756
2067	142003166
2068	140157352
2069	
2070	1501110349
2071	
2072	
2073	1408816032
2074	1501139886
2075	140449183
2076	143039830
2077	043912042X
2078	316766941
2079	446617687
2080	425209067
2081	014044923X
2082	044022800X
2083	876852630
2084	373210515
2085	99471434
2086	
2087	1594487014
2088	684193957
2089	451191013
2090	1563890356
2091	316013935
2092	1416500340
2093	1622660757
2094	375760393
2095	316123536
2096	751554154
2097	439295785
2098	306814250
2099	
2100	1594561869
2101	014044789X
